idx	X	Y	component
0	1000	37507.25073295422	0
1	1037.936441279438	37547.58005172122	0
2	1037.93666383217	37547.58002136486	0
3	1039.243126546353	37549.09331674629	0
4	1037.936602858339	37547.58014063741	0
5	1039.243146472636	37549.09365292031	0
6	1039.2432664138	37549.09379223159	0
7	1113.074457735005	37666.27767824897	0
8	1112.938755112882	37666.35933949814	0
9	1113.389347262739	37667.21594666562	0
10	1113.074607654446	37666.27774396013	0
11	1113.389163101787	37667.21675582918	0
12	1113.389328296558	37667.21594037262	0
13	1919.210159490944	38097.10213643268	0
14	1919.208641435343	38097.10759830103	0
15	1919.626399851091	38097.96194305986	0
16	1919.210152747855	38097.10213517094	0
17	1919.630084409691	38097.96377055356	0
18	1919.630084408796	38097.96377055311	0
19	1988.404484619052	38117.28248072833	0
20	1988.403230917229	38117.28311711998	0
21	1989.309792640597	38116.76850926329	0
22	1988.405283041957	38117.28275897189	0
23	1989.31450490122	38116.76908827345	0
24	1989.313963379718	38116.76908170916	0
25	2533.26468678188	38138.35840381862	0
26	2533.261796795905	38138.35161108944	0
27	2534.26753767531	38138.53014830683	0
28	2533.264822323883	38138.35840919917	0
29	2534.272334967365	38138.5324937052	0
30	2534.272266295429	38138.53250034861	0
31	2541.348516414982	38139.14479198781	0
32	2541.341757669896	38139.13498546095	0
33	2542.350008660189	38139.04226786577	0
34	2541.348782080066	38139.14492591858	0
35	2542.350722451625	38139.04284959147	0
36	2542.350846625264	38139.04283026125	0
37	4530.839473261451	39000.75192069267	0
38	4530.840300502576	39000.74962544864	0
39	4530.756579044388	39001.2760431935	0
40	4530.756738730288	39001.27606277391	0
41	5119.418586743701	39063.19663652043	0
42	5119.414229101902	39063.20009400968	0
43	5120.190880049053	39063.84342379966	0
44	5119.418739355882	39063.19663916939	0
45	5120.195397137479	39063.84571481828	0
46	5120.195252995374	39063.84569261041	0
47	5728.174178801724	39389.04240463791	0
48	5728.174865081008	39389.04321529223	0
49	5728.965266924097	39389.59915049165	0
50	5728.176633150371	39389.0421198918	0
51	5728.974433576961	39389.59466912536	0
52	5728.981103129176	39389.59679759522	0
53	5857.918208134575	39394.00064037918	0
54	5857.91728116466	39394.00163430329	0
55	5858.779738978526	39393.42387679991	0
56	5857.919100795418	39394.00084238152	0
57	5858.779158844623	39393.4251044804	0
58	5858.779967210867	39393.425084369	0
59	5907.095882994294	39396.61616148963	0
60	5907.073211677216	39396.62031049487	0
61	5908.113140867739	39396.673217609	0
62	5907.09588299528	39396.61616148982	0
63	5908.117242638276	39396.66056209805	0
64	5908.113096937046	39396.67301513495	0
65	5976.195387418851	39379.79827077388	0
66	5976.195192042891	39379.79822249506	0
67	5977.213497927241	39379.91734745314	0
68	5976.195310684034	39379.79831234071	0
69	5977.222580435911	39379.90195351261	0
70	5977.222250808387	39379.90191649492	0
71	5992.342365727745	39375.85879383324	0
72	5992.342616541886	39375.85879647623	0
73	5993.185581436348	39375.37054439188	0
74	5992.341060494979	39375.85914277178	0
75	5993.187886440541	39375.3755461757	0
76	5993.188247354872	39375.37546867482	0
77	6117.444757032208	39331.35067584409	0
78	6117.43886374895	39331.3486344345	0
